Names	Genes	amr_gene_family	drug_class	resistance_mechanism	Description	Amblerclass	Subfamily	Note	Source
SHV-28	ARO:3001086	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-28 is a beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like		A
SHV-29	ARO:3001087	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-29 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like		N (Klebsiellapneumoniae)
SHV-2A	ARO:3001061	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-2A is an extended-spectrum beta-lactamase found in Enterobacter cloacae, Klebsiella pneumoniae, P. aeruginosa, and Salmonella enterica.				
SHV-3	ARO:3001062	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-3 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	ESBL	N (Klebsiellapneumoniae)
SHV-30	ARO:3001088	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-30 is an extended-spectrum beta-lactamase found in Enterobacter cloacae.	A	SHV-like	ESBL	A
SHV-31	ARO:3001089	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-31 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	ESBL	N (Klebsiellapneumoniae)
SHV-32	ARO:3001090	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-32 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-33	ARO:3001091	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-33 is an broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-34	ARO:3001092	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-34 is an extended-spectrum beta-lactamase found in E. coli.	A	SHV-like	ESBL	A
SHV-35	ARO:3001093	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-35 is a beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like		A
SHV-36	ARO:3001094	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-36 is a beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like		A
SHV-37	ARO:3001095	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-37 is a beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like		N (Klebsiellapneumoniae)
SHV-38	ARO:3001096	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-38 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	Carbapenemase	N (Klebsiellapneumoniae)
SHV-39	ARO:3001097	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-39 is an extended-spectrum beta-lactamase that has been found in clinical isolates.	A			
SHV-4	ARO:3001063	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-4 is an extended-spectrum beta-lactamase that has been found in clinical isolates.	A	SHV-like		
SHV-40	ARO:3001098	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-40 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	ESBL	N (Klebsiellapneumoniae)
SHV-41	ARO:3001099	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-41 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	ESBL	N (Klebsiellapneumoniae)
SHV-42	ARO:3001100	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-42 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	ESBL	N (Klebsiellapneumoniae)
SHV-43	ARO:3001101	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-43 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	A
SHV-44	ARO:3001102	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-44 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-45	ARO:3001103	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-45 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	ESBL	N (Klebsiellapneumoniae)
SHV-46	ARO:3001104	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-46 is an extended-spectrum beta-lactamase found in Klebsiella oxytoca.	A	SHV-like	ESBL	N (Klebsiellaoxytoca)
SHV-48	ARO:3001105	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-48 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-49	ARO:3001106	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-49 is an inhibitor-resistant beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-5	ARO:3001064	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-5 is an extended-spectrum beta-lactamase found in A. baumannii, Enterobacter cloacae, E. coli, Klebsiella pneumoniae, P. aeruginosa, and Salmonella enterica.	A	SHV-like	ESBL	A
SHV-50	ARO:3001107	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-50 is a beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like		N (Klebsiellapneumoniae)
SHV-51	ARO:3001108	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-51 is a beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like		N (Klebsiellapneumoniae)
SHV-52	ARO:3001109	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-52 is a beta-lactamase that has been found in clinical isolates.	A	SHV-like		N (Klebsiellapneumoniae)
SHV-53	ARO:3001110	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-53 is a beta-lactamase that has been found in clinical isolates.	A			
SHV-55	ARO:3001111	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-55 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	ESBL	N (Klebsiellapneumoniae)
SHV-56	ARO:3001112	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-56 is an inhibitor-resistant beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-57	ARO:3001113	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-57 is an extended-spectrum beta-lactamase found in E. coli.	A	SHV-like	ESBL	A
SHV-59	ARO:3001114	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-59 is a beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like		A
SHV-6	ARO:3001065	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-6 is an extended-spectrum beta-lactamase that has been found in clinical isolates.	A			
SHV-60	ARO:3001115	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-60 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-61	ARO:3001116	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-61 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-62	ARO:3001117	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-62 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-63	ARO:3001118	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-63 is a beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like		N (Klebsiellapneumoniae)
SHV-64	ARO:3001119	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-64 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	ESBL	N (Klebsiellapneumoniae)
SHV-65	ARO:3001120	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-65 is a beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	ESBL	N (Klebsiellapneumoniae)
SHV-66	ARO:3001121	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-66 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	ESBL	N (Klebsiellapneumoniae)
SHV-67	ARO:3001122	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-67 is a beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	ESBL	N (Klebsiellapneumoniae)
SHV-69	ARO:3001123	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-69 is a beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	ESBL	N (Klebsiellapneumoniae)
SHV-7	ARO:3001066	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-7 is an extended-spectrum beta-lactamase found in E. coli.	A	SHV-like	ESBL	N (Enterobactersp.MGH14)
SHV-70	ARO:3001124	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-70 is an extended-spectrum beta-lactamase found in Enterobacter cloacae.	A	SHV-like	ESBL	A
SHV-71	ARO:3001125	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-71 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae and Shigella.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-72	ARO:3001126	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-72 is an inhibitor-resistant beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-73	ARO:3001127	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-73 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-74	ARO:3001128	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-74 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-75	ARO:3001129	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-75 is a broad-spectrum beta-lactamase that is found in clinical isolates.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-76	ARO:3001130	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-76 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-77	ARO:3001131	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-77 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae and E. coli.	A	SHV-like	broadspectrum	N (Escherichiacoli)
SHV-78	ARO:3001132	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-78 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-79	ARO:3001133	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-79 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-8	ARO:3001067	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-8 is an extended-spectrum beta-lactamase found in E. coli.	A	SHV-like	ESBL	N (Escherichiacoli)
SHV-80	ARO:3001134	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-80 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-81	ARO:3001135	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-81 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-82	ARO:3001136	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-82 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-83	ARO:3001137	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-83 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	A			
SHV-84	ARO:3001138	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-84 is an inhibitor-resistant beta-lactamase that has been found in clinical isolates.	A			
SHV-85	ARO:3001139	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-85 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	N (Klebsiellapneumoniae)
SHV-86	ARO:3001140	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-86 is an extended-spectrum beta-lactamase that has been found in clinical isolates.	A	SHV-like	ESBL	A
SHV-89	ARO:3001141	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-89 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	broadspectrum	A
SHV-9	ARO:3001068	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-9 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like		A
SHV-92	ARO:3001144	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-92 is a beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like		A
SHV-93	ARO:3001145	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-93 is a beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like		N (Klebsiellapneumoniae)
SHV-94	ARO:3001146	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-94 is a beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like		N (Klebsiellapneumoniae)
SHV-95	ARO:3001147	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-95 is a beta-lactamase found in Citrobacter freundii.	A	SHV-like		N (Citrobacterfreundii)
SHV-96	ARO:3001148	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-96 is a beta-lactamase found in A. baumannii.	A	SHV-like		N (Acinetobacterbaumannii)
SHV-97	ARO:3001149	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-97 is a beta-lactamase found in Enterococcus faecalis.	A	SHV-like		N (Enterococcusfaecalis)
SHV-98	ARO:3001336	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-98 is a beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	ESBL	N (Klebsiellapneumoniae)
SHV-99	ARO:3001337	SHV beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SHV-99 is a beta-lactamase found in Klebsiella pneumoniae.	A	SHV-like	ESBL	N (Klebsiellapneumoniae)
SFB-1	ARO:3003557	SHW beta-lactamase	cephalosporin;penam	inactivation	This enzyme breaks the beta-lactam ring open and deactivates the molecule's antibacterial properties.	B1			N (Shewanellafrigidimarina)
SLB-1	ARO:3003556	SHW beta-lactamase	cephalosporin;penam	inactivation	This enzyme breaks the beta-lactam ring open and deactivates the molecule's antibacterial properties.	B1			N (Shewanellalivingstonensis)
SIM-1	ARO:3000846	SIM beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SIM-1 is an integron-encoded Ambler class B beta-lactamase isolated from A. baumannii	B1		Carbapenemase	A
abeS	ARO:3000768	small multidrug resistance (SMR) efflux pump	macrolide;aminocoumarin	efflux	AbeS in an efflux pump of the SMR family of transporters found in A. baumannii.				
emrE	ARO:3004039	small multidrug resistance (SMR) efflux pump	macrolide	efflux	Member of the small MDR (multidrug resistance) family of transporters; in E.coli this protein provides resistance against a number of positively charged compounds including ethidium bromide and erythromycin; proton-dependent secondary transporter which exchanges protons for compound translocation				
emrE	ARO:3004038	small multidrug resistance (SMR) efflux pump	aminoglycoside	efflux	EmrE is a small multidrug transporter that functions as a homodimer and that couples the efflux of small polyaromatic cations from the cell w/ the import of protons down an electrochemical gradient. Confers resistance to tetraphenylphosphonium, methyl viologen, gentamicin, kanamycin, and neomycin.				
qacH	ARO:3003836	small multidrug resistance (SMR) efflux pump	fluoroquinolone	efflux	qacH is a subunit of the qac multidrug efflux pump in Vibrio cholerae				
ykkC	ARO:3003063	small multidrug resistance (SMR) efflux pump	aminoglycoside;tetracycline;phenicol	efflux	ykkC is an SMR-type protein that is a subunit of the ykkCD efflux pump				
ykkD	ARO:3003064	small multidrug resistance (SMR) efflux pump	aminoglycoside;tetracycline;phenicol	efflux	ykkD is an SMR-type protein that is a subunit of the ykkCD efflux pump				
SMB-1	ARO:3000854	SMB beta-lactamase	carbapenam;cephalosporin;penam	inactivation	SMB-1 can hydrolyze a variety of beta-lactams, including penicillins, cephalosporins, and carbapenams. It was identified in Serratia marcescens.	B3			A
SME-1	ARO:3002379	SME beta-lactamase	carbapenam	inactivation	SME-1 is a beta-lactamase found in Serratia marcescens	A		Carbapenemase	N (Serratiamarcescens)
SME-2	ARO:3002380	SME beta-lactamase	carbapenam	inactivation	SME-2 is a beta-lactamase found in Serratia marcescens	A		Carbapenemase	N (Serratiamarcescens)
SME-3	ARO:3002381	SME beta-lactamase	carbapenam	inactivation	SME-3 is a beta-lactamase found in Serratia marcescens	A		Carbapenemase	N (Serratiamarcescens)
SME-4	ARO:3002382	SME beta-lactamase	carbapenam	inactivation	SME-4 is a beta-lactamase. From the Lahey list of SME beta-lactamases.	A		Carbapenemase	N (Serratiamarcescens)
SME-5	ARO:3002383	SME beta-lactamase	carbapenam	inactivation	SME-5 is a beta-lactamase. From the Lahey list of SME beta-lactamases.	A		Carbapenemase	N (Serratiamarcescens)
